"type","text","year_built","beds","baths","baths_full","baths_half","garage","lot_sqft","sqft","stories","lastSoldPrice","soldOn","listPrice","status"
"condos","Location location ..Buena Park 3 bedrooms with over 2000 Sf space .overlooking the Lake and park, stunning balcony lake view .spacious two bedrooms and the third could be a private guest bedroom or office ..rarely available 3 bedrooms at the Imperial Towers.3 full baths and separate dining room, large size foyer, the third and the second bedroom have hardwood floor. countertop Azul Macaubas Quartzite Wet bar for all your entertainment need this unit has 6 AC units , Murphy bed in the third bedroom. Walking distance to the lake , Bus stop by the front of the building . Fitness room , outdoor pool , banquet room and Bike room.","1960","3","3","3",,,,"2000","29",,,"439000","for_sale"
"condos","Are you looking for a new home in the heart of Lincoln Park? This one-bedroom oversized condo is a rare find! Located just across the street from your favorite restaurants and the well know Oz-Park! Recently remodeled featuring Quartz counters, white shaker cabinets, crown molding, subway tile backsplash, engineered hardwood floors, stainless steel appliances and an oversized wash/dryer. Large windows bringing in natural light with patio doors stepping out to your private patio and garden area! Perfect for all your entertaining or gardening needs. Pet and Investment Friendly!! Exterior parking space included.","1971","1","1","1",,,,"780","3","222000","2017-01-23","289900","for_sale"
"condos","Vintage elegance with all the modern conveniences of today and lake views. Located in the historic Devonshire, this light-filled condo has been freshly painted with newly refinished hardwood flooring. The two bedrooms both have new carpet, and the primary bedroom has exposed brick with gas lighting. The updated kitchen features granite counters and new SS appliances. There is new lighting throughout and an in washer and dryer in unit. Close to Lake Michigan, Loyola University, restaurants, shopping and public transportation. The E tier units have a service elevator that opens into the kitchen. This is a Fannie Mae Homepath property.","1924","2","2","2",,,,"1700","7","266000","2006-09-15","255000","for_sale"
"condos","Large Penthouse 2bed | 2bath in Edgewater! Gracious open space between kitchen, dining room, living room and sunroom makes cooking, dining and entertaining all that much more enjoyable. 1530 square feet is well-proportioned between entertaining and sleeping areas. Sunroom is especially sweet with morning and afternoon direct sunlight, exquisite treetop vistas, usage flexibility - a sensory cornucopia! Hardwood floors throughout. New Fischer and Paykel kitchen appliances installed in 2022 (stainless steel) with great cabinet and counter space. Bedrooms are also quite large (1530sf goes a long way!). Spacious and gracious primary suite with newly, tastefully and completely redone spa-like bath, featuring heated floors, large porcelain tilework, walk-in shower and custom storage space. Large deck off the primary bedroom is south-facing, perfect for growing colorful plants and healthy veggies! Tons of storage space within and a large storage unit in the basement. Garage parking included. SO so close to all of life's needs - all the great retail on Broadway as well as Clark St in Andersonville next door, the el-train at Thorndale to travel the lakefront north and south, Lake Shore Drive, healthclub, Whole Foods, the lake, ... what else could you possibly need?!","1915","2","2","2",,"1",,"1531","3","375000","2016-09-27","500000","for_sale"
"condos","Welcome home to this spacious and renovated two bedroom and two full bathroom elevator building condo in excellent Norwood Park location! Open concept living and dining room perfect for entertaining! Kitchen features excellent cabinet space, granite countertops, and SS appliances. Water resistant laminate flooring throughout. Primary bedroom has two closets and full updated bathroom! A large second bedroom and full bedroom complete the unit. Excellent closet space throughout the entire unit. Relax and enjoy coffee and refreshments on the common rooftop deck with skyline views! Separate storage and laundry room in the building. Two off street parking spaces included. Convenient to downtown Norwood and Edison Park, buses, Blue Line, expressways and O'Hare! Norwood Park Elementary. Book your showing today!","1969","2","2","2",,,,,"6","150000","2021-01-26","185000","for_sale"
"single_family","Beautiful 4 Bedroom home move in ready in the hearth of Hegewish. Property Features High Ceilings, 2 separate kitchens, 3 full baths, finished basement, 2 living rooms, granite counters, new stainless steel appliances and detached garage. Across the street from Elementary School. Walking distance from local restaurants, grocery store and parks. House had major renovations done less than 10 yrs ago. Book your showing today! Seller willing to offer rate buy down credit to buyer.","1890","3","3","3",,"2","3125","2200","2","46000","1997-09-11","214900","for_sale"
"single_family","A Rehab on Historic Longwood Drive that blends Modern & Traditional Elements. This 5bd | 3.5ba home has been masterfully crafted. No expense was spared in the creation of the 4200+sqft of finished living space: hardwood floors, spray foam insulation, quartz counters, and closet treatments are just some of the upgrades made. As you walk up to the home a cedar wraparound porch welcomes you and is a nod to what was once there. The entry provides a large coat closet and access to an inviting Living Room that opens to a separate Dining Room. A Butlers Pantry with wine fridge connects the Dining Room to an expansive Kitchen | Family Room | Breakfast combo area. The Kitchen is an absolute dream for anyone that likes to cook or entertain. A powder room rounds off the first floor. The second floor features 4 large bedrooms and 2 bathrooms. The Primary is a respite away from all other areas of the home with it's expansive bedroom surrounded by lots of natural light overlooking Longwood Drive, walk-in closet, and large private bath. The finished basement provides additional living and entertaining space as well as storage. The home is situated on a 50x290 lot with a 2.5 car garage, concrete driveway, patio area, and deck. Steps away to the 107th St Metra stop, I-57, Ridge Historical Society, and Crescent Park.","1895","4","4","3","1","2","14500","4255","2","165000","2021-10-14","849900","for_sale"
"single_family","Welcome to this charming, vintage home nestled in the historic Beverly neighborhood of Chicago! As you approach, you're greeted by a well-manicured lawn and landscaping. Upon entering, you're immediately struck by the character and warmth of this home. As you enter your greeted by hardwoodfloors leading you through the main living areas. The living room features a cozy fireplace, ideal for chilly Chicago evenings. The adjacent dining room provides plenty of space for hosting family gatherings or dinner parties with friends. Upstairs, you'll find four spacious bedrooms with plenty of natural light. Outside, the backyard provides a tranquil retreat from city life, with lush landscaping and a patio area perfect for summer barbecues! Located in the heart of Beverly, this home is just minutes away from local shops, restaurants, and parks. It's the perfect place to call home in one of Chicago's most beloved neighborhoods!","1918","4","4","2","2","2",,"2233","2","218000","1999-05-27","524900","for_sale"
"condos","Welcome Home to 50 E. 26th Street Unit 408! This 2-Story Condo features 2 bedrooms/2 bathrooms, in-unit laundry, fireplace, and balcony! SOLD AS-IS. This property is eligible under the Freddie Mac First Look Initiative though 12/17/23. Seller will not complete any repairs to the subject property, either lender or buyer requested. The property is sold in AS IS condition Taxes prorated at 100%. EM MUST BE CERTIFIED FUNDS. Info not guaranteed seller does not provide survey. Equal Housing Opportunity. AS-IS","1915","2","2","2",,,,,"2","270000","2017-05-04","269900","for_sale"
"townhomes","Don't miss this city townhouse located in the vibrant Albany Park Neighborhood ! Property features spacious living room with bay window, updated eat-in kitchen, 2 bedrooms, 2.5 ceramic bath, full basement, front yard with patio and assigned parking space. Perfectly located near Northeaster Illinois University and North Park University. Close to everything, parks, shopping, restaurants, coffee shops, public transportation ( Blue and Brown line ) and expressway. Sold AS IS. Needs TLC. Schedule your showing today !","1958","2","3","2","1",,"990","1036","2","245000","2006-01-23","259900","for_sale"
"single_family","Located mere steps away from Taft High School, this raised ranch eagerly awaits your personal touch or expansion! Boasting 2 bedrooms with the potential for a third in the lower level, along with 1.5 baths, this property offers versatility. A newly constructed 2-car garage and a fenced backyard provide both convenience and privacy. Plus, enjoy the comfort of a newer furnace and A/C unit. Whether you're a DIY enthusiast or a seasoned contractor, don't miss out on exploring this hidden gem-it won't last long! Customize it to your liking or consider building up for added space. Builders, take note of the lucrative opportunity for a second-story addition-comparable comps speak volumes. Envision flooding the space with natural light, complemented by hardwood flooring throughout. This property holds immense potential-seize it now!","1949","2","2","1","1","2","4879",,,"141000","1994-08-15","315000","for_sale"
"multi_family","Come and see this beautiful pre WW2 apartment building with so much to offer. Bring your dreams! Units are spacious and sunny, with some lovely vintage trim work. Enclosed back porches, 3 car brick garage! This is a Fannie Mae Homepath property.","1924","6","4","3","1","3",,,,,,"260000","for_sale"
"single_family","Welcome to 5554 School, nestled in the desirable Portage Park. This charming brick bungalow is the perfect home to create new memories. Step inside to discover a meticulously maintained interior, boasting newly sanded hardwood floors on main level. With upgrades including windows, garage, roof, copper pipes, and more. Conveniently located within walking distance to Chopin park, XSport Fitness and a variety of restaurants. While the home is in great shape, it's being sold as-is. Schedule your showing today!","1926","3","2","2",,"2","3750","1348","2","148000","1997-04-23","375000","for_sale"
"condos","Rare private vintage Condo across from lakefront- Only 2 units per floor! Hardwood floors, open Kitchen, large rooms plus gallery entry! You'll be welcomed by a spacious elegant gallery. West exposure with views of Wrigley! Close to the lake, Wrigley, Whole Foods, restaurants, shops and so much more! Welcome home!","1924","2","2","2",,,,"1800","14",,,"349900","for_sale"
"single_family","Brick Ranch home with a full basement, a fenced yard and large rear patio. Featuring 2 bedrooms and 1.5 bath. Separate living room and dining area. Property offers great potential and ready for your creative rehab ideas. A Must see!","1952","2","2","1","1",,,"900","1",,,"124950","for_sale"
"single_family","Calling all investors - this 2 story brick home in up and coming Beverly is full of potential. Currently has 3 bedrooms with ample room to add more. Full unfinished basement could be finished for additional living space or you could add another bathroom. Large backyard in a quiet neighborhood where you could readily add value to this blank canvas. Cash, no hard money loans please and as is .","1927","3","1","1",,,"6098","1504","2",,,"189900","for_sale"
"condos","Fabulous Bucktown/Wicker Park location! Welcome to this spacious pristine 2 bed 2 bath condo w 2 sizable decks within a boutique elevator building! Enter into a tasteful lobby w separate area for packages. Only 2 units per floor allowing for nice intimate feel. Open floor plan perfect for entertaining. Well equipped kitchen with new stainless appliances, quartz counters, walnut cabinets and tile backsplash. Custom stone and mosaic tile bathrooms - one w jacuzzi tub. Freshly painted and floors recently refinished. In unit (newer) washer/dryer and one car attached garage included. Huge storage space in garage with room for 2nd car to park on apron ! Building has new roof. Unit freshly painted and floors redone recently. Nothing to do but move right in! Walk to Damen and Division blue line. Located in the heart of Bucktown/Wicker Park - everything is at your fingertips.","2008","2","2","2",,"1",,,"5",,,"475000","for_sale"
"condos","Fantastic 1BR/1BA in a prime Lakeview locale situated in a well landscaped quintessential courtyard building! Spacious living room with a hardwood floor throughout the bedroom, updated kitchen with stainless steel appliances and plenty of storage and closet space. Walk-to-everything location with easy access to Lake Michigan, Lincoln Park, Red line train, numerous bus lines, and tons of bars & restaurants!",,"1","1","1",,,,,"5","135000","2011-09-12","264900","for_sale"
"condos","Don't miss out on this must-see 2-bedroom, 1-bathroom condo in a fantastic location. This unit offers a bright and open floor plan with abundant natural light. The kitchen features granite countertops and stainless steel appliances. Both bedrooms are spacious and adaptable to various needs. Please note, there is no parking available. Located just one block from Best Intentions and within close proximity to the 606, Giant Scofflaw, and more! Pack your suitcases and move right in!","1928","2","1","1",,,,,"3",,,"167000","for_sale"
"condos","SHORT SALE, WATER DAMAGE FROM BURST PIPE ON TOP PRIMARY BEDROOM, SALE AS IS . CASH OR REHAB LOAN NEEDED. MODERN OPEN CONCEPT PENTHOUSE DUPLEX IN MCKINLEY PARK OFFERING TWO LEVELS OF LIVING SPACE PLUS PRIVATE 3RD LEVEL ROOFDECK! 3 BEDROOM/ 2.1 BATH W/ 2 OUTDOOR SPACES & ONE GARAGE PARKING SPOT! HARDWOOD FLOOR THRU-OUT. MAIN LEVEL HAS OPEN FLOOR PLAN W/LIVING ROOM & DINING AREA W/FIREPLACE, MODERN KITCHEN CABINETS W/GRANITE COUNTER TOPS & SS APPLIANCES WITH WALK AROUND ISLAND WITH A FULL BATH. TWO BEDROOMS ON FIRST LEVEL WITH A WALK-OUT TO FRONT BALCONY TERRACE FACING MCKINLEY PARK. ENGINEERED DECKING NO-MAINTENANCE. SECOND LEVEL HAS HALF BATH & PRIMARY SUITE WITH ATTACHED MASTER BATH W/ JACUZZI TUB/SEPARATE SHOWER AND WALK-IN CLOSET. SEPARATE STAIRS IN LIVING ROOM TO PRIVATE UNFINISHED ROOF DECK. GREAT VIEWS OF CITY. CONVENIENTLY LOCATED IN FRONT OF MCKINLEY PARK THAT HAS POOL, TENNIS COURTS, BASKETBALL, SOCCER, ICE SKATING AND A DOG PARK. COMMUTER FRIENDLY WITH EASY ACCESS TO ORANGE LINE, I55, 10 MINUTE DRIVE TO PILSEN, CHINA TOWN AND SOUTH LOOP! AS IS SHORT SALE","2005","3","3","2","1","1",,"1700","3",,,"275000","for_sale"
"condos","THIS GORGEOUS 2 BEDROOM AND 2 BATH CONDO FEATURES A SPACIOUS OPEN CONCEPT LIVING ROOM/DINING ROOM/KITCHEN AND HAS ON-SITE GATED, SECURED, AND ASSIGNED PARKING INCLUDED IN THE LIST PRICE. THE GENEROUSLY-SIZED LIVING ROOM HAS A BIG BAY WINDOW WITH TREETOP AND NEIGHBORHOOD VIEWS PLUS AN IMPRESSIVE FIREPLACE WITH BLACK SLATE TILE SURROUND AND MANTEL WITH DENTIL MOLDING DETAIL. THE EAST-FACING SEPARATE DINING AREA HAS MODERN TRACK LIGHTING, EXPOSED BRICK DETAIL, AND IS BATHED IN NATURAL SUNLIGHT. THE WELL-APPOINTED KITCHEN HAS SHAKER-STYLE CHERRY WOOD CABINETRY, GRANITE COUNTERS, BRAND NEW STAINLESS STEEL APPLIANCES, A WINE FRIDGE, AND LARGE ISLAND WITH BUILT-IN BREAKFAST BAR WITH PENDANT LIGHTING. OFF THE KITCHEN IS A LARGE WALK IN CLOSET CURRENTLY UTILIZED AS A PANTRY BUT COULD ALSO SERVE AS A HOME OFFICE OR EXTRA-LARGE COAT CLOSET. THE WEST-FACING PRIMARY BEDROOM HAS A LARGE BAY WINDOW PROVIDING YOU WITH GREAT SUNSET VIEWS. PRIMARY BEDROOM ALSO HAS A LARGE WALK-IN CLOSET WITH ELFA SYSTEM CLOSET ORGANIZERS AND A WELL APPOINTED PRIMARY BATHROOM WITH GRANITE COUNTERS, STEAM SHOWER, AND CREAM COLORED TILE FLOORING WITH INLAID MOSAIC TILE DETAIL. GLASS FRENCH DOORS GUIDE YOU INTO THE SECOND BEDROOM. ITS CLOSET HAS ELFA SYSTEM CLOSET ORGANIZERS. SECOND FULL BATHROOM HAS GRANITE COUNTERS, JETTED TUB/SHOWER COMBO PLUS GRAY TILE FLOORING WITH A TASTEFUL BACK AND WHITE MOSAIC TILE DETAIL. ADDITIONAL UNIT FEATURES INCLUDE A LARGE PRIVATE OUTDOOR DECK, IN UNIT LAUNDRY HOOK UP, GAS FORCED HEAT/CENTRAL AC, PLUS BEAUTIFUL CROWN MOLDING AND TRIM THROUGHOUT. COMMON REAR YARD HAS A COMMUNAL BRICK PAVER PATIO AND ASSIGNED/COVERED BICYCLE STORAGE. BUILDING IS WELL MAINTAINED, 90 PERCENT OWNER OCCUPIED, HAS AMPLE RESERVES, AND SEVERAL RECENTLY COMPLETED COMMON AREA IMPROVEMENTS. THIS LOCATION CAN NOT BE BEAT! WALK TO ONE-OF-A-KIND SHOPPING AND DINING IN NEARBY ANDERSONVILLE, ALONG N BROADWAY, AND ALONG W BRYN MAWR AVENUE. BOTH THE BERWYN AND ARGYLE RED LINE TRAINS ARE A BLOCK AWAY. JEWEL OSCO AND MARIANO'S ARE BOTH ONLY ONE BLOCK AWAY TOO. SEVERAL EXPRESS AND LOCAL BUS LINES CRISS-CROSS THE NEIGHBORHOOD. GOUDY ELEMENTARY SERVES THE NEIGHBORHOOD AND IS A LEVEL 1 (TOP RATING) SCHOOL. OUR WORLD-CLASS LAKEFRONT WITH ITS MANY BEACHES, BIKE/JOGGING PATHS, AND MILE AFTER MILE OF PUBLIC GREEN SPACE IS A FEW SHORT BLOCKS AWAY. DRIVERS WILL APPRECIATE EASY ACCESS ON TO N LAKE SHORE DRIVE FROM THIS BEAUTIFUL HOME.",,"2","2","2",,,,"1200","4","320000","2007-11-02","405000","for_sale"
"condos","ALONG THE PICTURESQUE SHORES OF LAKE MICHIGAN, 6301 N. SHERIDAN RD. #15J OFFERS A UNIQUE OPPORTUNITY TO EMBRACE CITY LIVING WITH A TOUCH OF WATERFRONT TRANQUILITY. THIS COZY YET SOPHISTICATED UNIT FEATURES 1 BEDROOM AND 1 BATH, PROVIDING A COMFORTABLE HAVEN AMIDST THE BUSTLING URBAN LANDSCAPE. STEP OUT ONTO THE SPACIOUS COVERED BALCONY AND INDULGE IN SWEEPING VIEWS OF THE CITY. RESIDENTS OF THIS ESTEEMED BUILDING ENJOY ACCESS TO EXCLUSIVE AMENITIES INCLUDING A FITNESS CENTER AND LAUNDRY ROOM, CATERING TO MODERN CONVENIENCE AND LIFESTYLE NEEDS. THIS UNIT ALSO INCLUDES THE COVETED PERK OF A GARAGE PARKING SPACE, ENSURING BOTH SECURITY AND CONVENIENCE FOR RESIDENTS. WHILE THIS HOME POSSESSES IMMENSE POTENTIAL, IT REQUIRES MINOR UPDATING TO TRULY REFLECT ITS FULL CHARM AND CHARACTER. WITH A VISION AND A LITTLE RENOVATION, YOU CAN TRANSFORM THIS SPACE INTO YOUR OWN PERSONAL OASIS OVERLOOKING LAKE MICHIGAN. DON'T MISS THE CHANCE TO MAKE 6301 N. SHERIDAN RD. #15J YOUR DREAM RETREAT IN THE HEART OF CHICAGO'S VIBRANT LANDSCAPE. SELLING AS-IS; CASH, CONVENTIONAL, OR REHAB FINANCING ONLY.","1965","1","1","1",,,,,"25","120000","2004-02-20","89900","for_sale"
"single_family","Stop by this history Co-op in Hyde Park. This 2bed 2 bath unit is just waiting for you to bring your creative touch. Designed by renowned architect Ludwig Mies van der Rohe and listed on the National Register of Historic Places as his first Chicago high rise building. This unit is looking over Burnham Park. The assessment covers electricity, heat, wifi, cable, and real estate taxes. Amenities include laundry facilities, exercise machines, a storage locker, bike storage, outdoor seating, on-site maintenance and 24-hour doorman.","1949","2","2","2",,,,"1232",,,,"114900","for_sale"
"single_family","Welcome Home! Make Your Move into This 5 Bedroom 3 Full Bath Perfectly Maintained North Mayfair Beauty! Eye Catching Curb Appeal with New Landscape! Stunning NEW Kitchen with White Shaker Cabinets, Designer Quartz Countertops, Trendy Backsplash and Sleek Hardware and Fixtures! Nice Entry Foyer With Ample Closet Brings You into the Grand Living Room With Lots of Natural Light! Enjoy 2 First Floor Bedroom, Full Bath, The Incredible Kitchen, Double Great Room with French Doors! Make Your Way Upstairs and Find a Loft, 2 More Bedrooms, Full Bath with Gracious Laundry Room! Lower Level with Another Full Bath! Lots of Open Room for More Family Gatherings and Plenty of Storage! Gleaming Hardwood Floors and Some Laminate Flooring. NO CARPET! Incredible Private Backyard to Enjoy BBQ and Bon Fires with Pretty Perrenials! Just a Short Walk to Gompers Park, LaBagh Woods, Walking Paths, and Foster/Cicero Shopping at Target, Starbucks, and Ross. 2 minutes to the Edens/Kennedy expressway Too! It Just Doesn't Get Better Than This! Hurry to Make this Home Yours Today!","1913","5","3","3",,"2","3960","1734","2","175000","1998-06-02","549877","for_sale"
"condos","Short sale sold by experienced short sale team. Sold as is where is. With a bit of work this unit is an excellent buy in East Hyde Park! Top floor, 3 bed 2 bath in fully owner occupied intimate, 15 unit custom brick building two blocks from the Lake! Perfect location, expansive floor plan, sun drenched unit. Private 65 sq ft rear porch with huge, fenced-in manicured lawn for the cherry on top! Walker/commuter paradise with a score of 91! Three minutes to Lakeshore drive and Lake Michigan, lakeshore Bike Path, Museum of Science and Industry and University of Chicago! Currently 100% Owner occupied-no rentals allowed. Attentive board with long term members and professionally managed by local experts Metro Pro Realty! Building has been well taken care of with recent tuckpointing, newer sewer system, impeccably maintained roof and boilers and more! Radiant heat, hot water and gas included in HOA. Ample reserves and recent special for future capital expenses. Taxes reflect homeowners exemption.","1907","3","2","2",,,,,"3","249000","2016-02-18","150000","for_sale"
"single_family","Welcome to this massive, one of a kind 5 bedroom home near Marquette Park. Original mid-century features are evident from the exterior stone to the first floor eat-in kitchen, with banquette seating to the enclosed sun porch that looks out to the fenced backyard. The afternoon sun washes the open, main living and dining area.Original hardwood floors throughout the main living and upper level. A stately staircase takes you up to large landing and from there - 4 large bedrooms and a full bath. The 5th bedroom is situated just off of the kitchen. The spacious one car attached garage is large enough for an SUV and opens right into the finished lower level where you find the office lined with built-in bookshelves and a wood-panelled family room with dry bar (read: mancave ) and the laundry room with plenty of storage space and access to the backyard.","1955","5","4","2","2","1","4748","2782","2","160000","2013-06-06","300000","for_sale"
"single_family","Captivating Investment Opportunity: 1880's Victorian & Brick Coach House Welcome to a rare gem in the Kenwood/Hyde Park Community. Nestled on a sprawling 19, 000+ square feet lot, this property presents an exceptional investment opportunity for savvy investors seeking prime real estate for development. Property Highlights: - Historic Charm: Built in the 1880s, the Victorian residence exudes timeless elegance, while the brick Coach House adds character and versatility to the property. - Expansive Lot: Spanning over 19, 000 square feet, this sizable lot boasts a length of 284 feet, offering ample space for various development possibilities. - Premier Location: Situated in a coveted location, the property enjoys easy access to major amenities, renowned schools, and vibrant entertainment hubs, making it an ideal choice for prospective buyers. - Alley Access: With alley access on the entire east side and north end of the lot, developers have the convenience of easy ingress and egress for construction purposes, enhancing the appeal for potential projects. Development Potential: The generous lot size and strategic location make this property an excellent canvas for development projects such as: - Row-Homes: With the lot's dimensions, there's potential for the creation of row-homes, catering to the demand for upscale urban living. - Condo Building: Explore the possibility of constructing a modern condo building, offering luxury residences that capitalize on the area's desirability. - Multi-Unit Development: Utilize the vast space to develop a multi-unit residential complex, accommodating the growing demand for rental properties in the area. Property Details: - Victorian Residence: Offering approximately 5500 square feet of living space, the Victorian residence awaits restoration, presenting an opportunity to breathe new life into its historic charm. - Brick Coach House: Comprising approximately 3000 square feet, the Coach House provides additional space and potential for renovation or repurposing to suit your vision. Renovation Opportunity: While the Victorian and Coach House are in need of renovation, this presents a blank canvas for investors to reimagine and revitalize these structures, adding significant value to the property. Don't Miss Out: Rarely does an opportunity of this caliber present itself. Whether you're an experienced developer or an investor seeking to diversify your portfolio, this property offers endless potential and promises substantial returns on investment. Contact us today to schedule a viewing and unlock the possibilities that await with this remarkable real estate opportunity.","1880","7","6","5","1","4","19166","5500","3","87500","1984-04-30","625000","for_sale"
"single_family","Light and space abound in this immaculate and meticulously maintained home on a beautiful block. Bright and spacious ceramic entry foyer leads to formal living and dining rooms with hardwood floors and mirrored walls. Stainless steel and granite kitchen opens to ceramic eating area and main level family room with hardwood floors, electric fireplace and glass doors to yard. Main-level laundry room with newer washer and dryer plus half bath. Upper level features a master bedroom suite with remodeled bath and walk-in closet, plus 3 additional spacious bedrooms with walk-in closets and hardwood floors. Full finished basement features recessed lighting, recreation room with ceramic tile floor, 5th bedroom and tons of storage space. Six-panel interior doors, new furnace (2023), new central air conditioning unit (2023), new hot water heater (2024), Gorgeous backyard features brick paver patio, vinyl fencing and garden. 2-car attached garage and concrete driveway. Absolutely stunning home. A rare find.","1970","4","3","2","1","2","5619","2128","2","210000","1999-02-24","450000","for_sale"
"condos","South Loop's State Place Tower on the 23rd floor, this corner end unit brings in the light with a SW exposure, surrounded by windows offering an open living space with a split floor plan, 2 bedrooms/2 baths (one primary ensuite), separate dining room, foyer large enough for an office area, in unit washer dryer and a balcony with cityscape, skyline and a slight view of the lake. State Place Tower has a rooftop terrace with a pool, sun deck, dog run, front desk, package room, community room, on site management and 24hr maintenance. FFC Fitness Club on State St connected by a tunnel passage. An abundance of shopping, restaurants, grocery stores, healthcare facilities, animal hospital, and museum campus nearby. Storage unit, internet, cable, and gas are included in the assessments. The building is very well managed with over $3M in reserves. Parking space is leased at $205/month. Guest parking is also available on the 2nd floor with hourly rates.","2004","2","2","2",,"2",,"1200","24","335000","2017-11-16","350000","for_sale"
"single_family","Seller offers this solid specious brick home with finished basement conveniently located near transportation and Midway airport with walking distance to public grammar school. Possible 5 bedrooms and 2 and 1/2 baths, many updates within the last 5 years including new windows, new flooring in kitchen and dining room, central air, new over head garage door and more. House is in good condition but is for sale as is. Schedule your appointment, Your buyers will love it !","1949","5","3","2","1","2","4625","1200","2","135000","2009-10-07","314900","for_sale"
"single_family","Spacious sunny brick Georgian on a beautiful and quiet tree-lined street in West Rogers Park. This ideal layout offers a large wide living room, separate dining area that opens out to a screened-in porch, kitchen with eat-in space, and powder room on the main level. Upstairs are three well proportioned bedrooms and full bathroom, while the basement offers a family room space, full bath, and utilities. Hardwood floors throughout, including under carpets to the best of everyone's memory and knowledge. Relax and enjoy summers in the oversized yard or sit in the shade from the beautiful Ginkgo tree that was there when the current owners bought the home in 1966. 2 car garage. Newer furnace and central air from 2021. Definitely an excellent opportunity awaits to hand this from long-term owners to the next generation looking to rehab and create their own legacy in the home. Perfectly located within easy walking proximity to schools, parks, and everyday conveniences like Target, Lincolnwood Shopping Center, Mariano's, XSport Fitness, Walmart, numerous restaurants, and so much more.","1940","3","3","2","1","2","3983",,"2",,,"425000","for_sale"
"condos","IMPECCABLY MAINTAINED/LIGHT-FILLED NEARLY 1200 SQFT 2BD PENTHOUSE ON PREMIER TREE-LINED STREET IN HOT LOGAN SQUARE & STEPS TO IT ALL W/UPGRADED FINISHES THROUGHOUT;GRACIOUS FORMAL ENTRY FOYER LEADS TO LARGE LIVING ROOM W/BAY WINDOWS, SEPARATE DINING ROOM & UPGRADED MAPLE/GRANITE/SS KITCHEN;IN-UNIT W/D;UPDATED STONE BATH W/TUB;RARE DECK OFF OF KITCHEN PERFECT FOR ENTERTAINING;ASSESSMENTS INCL PROF MANAGEMENT, HEAT, GAS, WATER, SNOW REMOVAL, LAWN CARE, GARBAGE REMOVAL, ETC;EZ STREET PARKING & STEPS TO RENTAL GARAGE PARKING OPTIONS!","1928","2","1","1",,,,"1200","3","36000","2011-11-07","249500","for_sale"
"condos","Welcome home to this gorgeous, light-filled, 2 bed, 2 bath condo in east Albany Park. The extra-wide layout offers both flow and flexibility. The kitchen features stainless steel appliances, plenty of cupboards, and a breakfast bar. The open concept living/dining space has plenty of room for you to customize the living area to best suit your needs. At the front of the unit, a bright and airy sunroom can double as dining space, home office or reading nook. The unit features 2 outdoor spaces. Enjoy a morning cup of coffee off the front balcony overlooking the tree-lined street. The huge deck at the rear of the unit is perfect for entertaining. Large primary bedroom features an en-suite bathroom. The second bedroom is well-sized. This home checks all the boxes: CENTRAL AC, IN-UNIT WASHER/DRYER, PRIVATE OUTDOOR SPACE AND PARKING. With exposed brick, hardwood floors, a fireplace, open ductwork, and tons of natural light, the condo brims with charm. Affordable assessments and taxes. The Chicago River, beautiful parks, the Kimball brown line (2 blocks) and all the shops and restaurants of Albany Park are just steps outside your door!","1913","2","2","2",,,,"1400","4","170000","2013-06-20","300000","for_sale"
"condos","TOP FLOOR, SPACIOUS, SUN-FILLED 3 BEDROOM 2 BATH, WITH PARKING-- EAST OF SHERIDAN!!! WELCOME HOME TO ALL OF THE VINTAGE JUICINESS WITH MODERN CONVENIENCES! IN-UNIT LAUNDRY, HARDWOOD FLOORS, HIGH CEILINGS, BEAUTIFUL WOOD TRIM AND BUILT-INS, FIREPLACE (DECORATIVE OR GAS), SUNROOM, 2 WALK-IN PANTRIES, TONS OF LARGE CLOSETS + EXTRA STORAGE. 3 SPACIOUS BEDROOMS INCLUDING AN ENSUITE PRIMARY WITH UPDATED TRAVERTINE BATHROOM, HUGE SEPARATE DINING ROOM, SOUTH FACING DECK OFF OF KITCHEN FOR GARDENING, GRILLING, AND SEASONAL FUN! HUGE STORAGE CAGE AND EXTERIOR PARKING SPACE INCLUDED. AMAZING LOCATION, WALK OUT YOUR DOOR AND STEPS TO THE: LAKE & BEACH (1/2 BLOCK), JARVIS SQUARE, CAFES, YOUR CHOICE OF DINING, TRANSPORTATION, LAKE SHORE DRIVE, AND EVERYTHING THIS INCREDIBLE NEIGHBORHOOD HAS TO OFFER! ESTATE SALE. SOLD AS-IS.",,"3","2","2",,,,,"3","114000","1994-06-29","389900","for_sale"
